REF_AREA,Measure,OBS_VALUE,TIME_PERIOD
,Death rate from diabetes (age standardized),14.88,1999
,Death rate from diabetes (age standardized),14.98,2000
,Death rate from diabetes (age standardized),15.02,2001
,Death rate from diabetes (age standardized),15.2,2002
,Death rate from diabetes (age standardized),15.27,2003
,Death rate from diabetes (age standardized),15.38,2004
,Death rate from diabetes (age standardized),15.39,2005
,Death rate from diabetes (age standardized),14.91,2006
,Death rate from diabetes (age standardized),14.59,2007
,Death rate from diabetes (age standardized),14.48,2008
,Death rate from diabetes (age standardized),14.41,2009
,Death rate from diabetes (age standardized),14.42,2010
,Death rate from diabetes (age standardized),14.41,2011
,Death rate from diabetes (age standardized),14.33,2012
,Death rate from diabetes (age standardized),14.3,2013
,Death rate from diabetes (age standardized),14.38,2014
,Death rate from diabetes (age standardized),14.4,2015
,Death rate from diabetes (age standardized),14.5,2016
,Death rate from diabetes (age standardized),14.47,2017
,Death rate from diabetes (age standardized),14.47,2018
,Death rate from diabetes (age standardized),14.47,2019
TLS,Death rate from diabetes (age standardized),24.13,1990
TLS,Death rate from diabetes (age standardized),23.9,1991
TLS,Death rate from diabetes (age standardized),24.03,1992
TLS,Death rate from diabetes (age standardized),24.12,1993
TLS,Death rate from diabetes (age standardized),23.98,1994
TLS,Death rate from diabetes (age standardized),23.76,1995
TLS,Death rate from diabetes (age standardized),23.39,1996
TLS,Death rate from diabetes (age standardized),22.92,1997
TLS,Death rate from diabetes (age standardized),23.09,1998
TLS,Death rate from diabetes (age standardized),22.99,1999
TLS,Death rate from diabetes (age standardized),22.76,2000
TLS,Death rate from diabetes (age standardized),22.42,2001
TLS,Death rate from diabetes (age standardized),22.18,2002
TLS,Death rate from diabetes (age standardized),22.22,2003
TLS,Death rate from diabetes (age standardized),21.87,2004
TLS,Death rate from diabetes (age standardized),21.7,2005
TLS,Death rate from diabetes (age standardized),21.51,2006
TLS,Death rate from diabetes (age standardized),21.64,2007
TLS,Death rate from diabetes (age standardized),21.71,2008
TLS,Death rate from diabetes (age standardized),22.34,2009
TLS,Death rate from diabetes (age standardized),22.78,2010
TLS,Death rate from diabetes (age standardized),23.66,2011
TLS,Death rate from diabetes (age standardized),24.27,2012
TLS,Death rate from diabetes (age standardized),24.8,2013
TLS,Death rate from diabetes (age standardized),25.21,2014
TLS,Death rate from diabetes (age standardized),25.43,2015
TLS,Death rate from diabetes (age standardized),25.62,2016
TLS,Death rate from diabetes (age standardized),25.79,2017
TLS,Death rate from diabetes (age standardized),25.97,2018
TLS,Death rate from diabetes (age standardized),26.09,2019
,Death rate from diabetes (age standardized),23.42,1990
,Death rate from diabetes (age standardized),23.69,1991
,Death rate from diabetes (age standardized),24.03,1992
,Death rate from diabetes (age standardized),24.48,1993
,Death rate from diabetes (age standardized),24.89,1994
,Death rate from diabetes (age standardized),25.34,1995
,Death rate from diabetes (age standardized),25.78,1996
,Death rate from diabetes (age standardized),26.21,1997
,Death rate from diabetes (age standardized),26.43,1998
,Death rate from diabetes (age standardized),26.66,1999
,Death rate from diabetes (age standardized),26.81,2000
,Death rate from diabetes (age standardized),27.39,2001
,Death rate from diabetes (age standardized),27.99,2002
,Death rate from diabetes (age standardized),28.68,2003
,Death rate from diabetes (age standardized),29.35,2004
,Death rate from diabetes (age standardized),29.89,2005
,Death rate from diabetes (age standardized),30.22,2006
,Death rate from diabetes (age standardized),30.38,2007
,Death rate from diabetes (age standardized),30.72,2008
,Death rate from diabetes (age standardized),31.05,2009
,Death rate from diabetes (age standardized),31.42,2010
,Death rate from diabetes (age standardized),31.41,2011
,Death rate from diabetes (age standardized),31.68,2012
,Death rate from diabetes (age standardized),32.09,2013
,Death rate from diabetes (age standardized),32.64,2014
,Death rate from diabetes (age standardized),33.36,2015
,Death rate from diabetes (age standardized),33.73,2016
,Death rate from diabetes (age standardized),33.47,2017
,Death rate from diabetes (age standardized),33.57,2018
,Death rate from diabetes (age standardized),33.66,2019
ECU,Death rate from diabetes (age standardized),22.75,1990
ECU,Death rate from diabetes (age standardized),25.45,1991
ECU,Death rate from diabetes (age standardized),26.39,1992
ECU,Death rate from diabetes (age standardized),26.77,1993
ECU,Death rate from diabetes (age standardized),27.43,1994
ECU,Death rate from diabetes (age standardized),27.95,1995
ECU,Death rate from diabetes (age standardized),29.55,1996
ECU,Death rate from diabetes (age standardized),28.78,1997
ECU,Death rate from diabetes (age standardized),29.78,1998
ECU,Death rate from diabetes (age standardized),30.18,1999
ECU,Death rate from diabetes (age standardized),30.43,2000
ECU,Death rate from diabetes (age standardized),28.95,2001
ECU,Death rate from diabetes (age standardized),32.45,2002
ECU,Death rate from diabetes (age standardized),33.91,2003
ECU,Death rate from diabetes (age standardized),34.37,2004
ECU,Death rate from diabetes (age standardized),35.83,2005
ECU,Death rate from diabetes (age standardized),36.41,2006
ECU,Death rate from diabetes (age standardized),36.59,2007
ECU,Death rate from diabetes (age standardized),36.8,2008
ECU,Death rate from diabetes (age standardized),36.73,2009
ECU,Death rate from diabetes (age standardized),37.25,2010
ECU,Death rate from diabetes (age standardized),36.88,2011
ECU,Death rate from diabetes (age standardized),38.1,2012
ECU,Death rate from diabetes (age standardized),38.17,2013
ECU,Death rate from diabetes (age standardized),37.46,2014
ECU,Death rate from diabetes (age standardized),36.43,2015
ECU,Death rate from diabetes (age standardized),36.42,2016
ECU,Death rate from diabetes (age standardized),36.2,2017
ECU,Death rate from diabetes (age standardized),36.0,2018
ECU,Death rate from diabetes (age standardized),35.21,2019
EGY,Death rate from diabetes (age standardized),25.95,1990
EGY,Death rate from diabetes (age standardized),25.67,1991
EGY,Death rate from diabetes (age standardized),25.34,1992
EGY,Death rate from diabetes (age standardized),26.0,1993
EGY,Death rate from diabetes (age standardized),26.46,1994
EGY,Death rate from diabetes (age standardized),25.96,1995
EGY,Death rate from diabetes (age standardized),26.26,1996
EGY,Death rate from diabetes (age standardized),26.87,1997
EGY,Death rate from diabetes (age standardized),27.22,1998
EGY,Death rate from diabetes (age standardized),27.44,1999
EGY,Death rate from diabetes (age standardized),26.66,2000
EGY,Death rate from diabetes (age standardized),28.11,2001
EGY,Death rate from diabetes (age standardized),29.29,2002
EGY,Death rate from diabetes (age standardized),30.82,2003
EGY,Death rate from diabetes (age standardized),31.26,2004
EGY,Death rate from diabetes (age standardized),31.01,2005
EGY,Death rate from diabetes (age standardized),31.09,2006
EGY,Death rate from diabetes (age standardized),30.84,2007
EGY,Death rate from diabetes (age standardized),31.6,2008
EGY,Death rate from diabetes (age standardized),32.63,2009
EGY,Death rate from diabetes (age standardized),33.36,2010
EGY,Death rate from diabetes (age standardized),33.45,2011
EGY,Death rate from diabetes (age standardized),34.47,2012
EGY,Death rate from diabetes (age standardized),33.35,2013
EGY,Death rate from diabetes (age standardized),34.21,2014
EGY,Death rate from diabetes (age standardized),36.23,2015
EGY,Death rate from diabetes (age standardized),36.74,2016
EGY,Death rate from diabetes (age standardized),35.64,2017
EGY,Death rate from diabetes (age standardized),35.61,2018
EGY,Death rate from diabetes (age standardized),35.47,2019
SLV,Death rate from diabetes (age standardized),18.44,1990
SLV,Death rate from diabetes (age standardized),18.95,1991
SLV,Death rate from diabetes (age standardized),20.51,1992
SLV,Death rate from diabetes (age standardized),22.09,1993
SLV,Death rate from diabetes (age standardized),23.58,1994
SLV,Death rate from diabetes (age standardized),23.39,1995
SLV,Death rate from diabetes (age standardized),24.57,1996
SLV,Death rate from diabetes (age standardized),26.46,1997
SLV,Death rate from diabetes (age standardized),28.87,1998
SLV,Death rate from diabetes (age standardized),27.73,1999
SLV,Death rate from diabetes (age standardized),27.98,2000
SLV,Death rate from diabetes (age standardized),28.36,2001
SLV,Death rate from diabetes (age standardized),27.84,2002
SLV,Death rate from diabetes (age standardized),29.37,2003
SLV,Death rate from diabetes (age standardized),31.57,2004
SLV,Death rate from diabetes (age standardized),32.9,2005
SLV,Death rate from diabetes (age standardized),33.89,2006
SLV,Death rate from diabetes (age standardized),34.15,2007
SLV,Death rate from diabetes (age standardized),33.53,2008
SLV,Death rate from diabetes (age standardized),35.85,2009
SLV,Death rate from diabetes (age standardized),34.19,2010
SLV,Death rate from diabetes (age standardized),35.63,2011
SLV,Death rate from diabetes (age standardized),34.12,2012
SLV,Death rate from diabetes (age standardized),36.32,2013
SLV,Death rate from diabetes (age standardized),39.04,2014
SLV,Death rate from diabetes (age standardized),38.89,2015
SLV,Death rate from diabetes (age standardized),38.29,2016
SLV,Death rate from diabetes (age standardized),37.88,2017
SLV,Death rate from diabetes (age standardized),37.54,2018
SLV,Death rate from diabetes (age standardized),37.54,2019
,Death rate from diabetes (age standardized),8.62,1990
,Death rate from diabetes (age standardized),8.52,1991
,Death rate from diabetes (age standardized),8.29,1992
,Death rate from diabetes (age standardized),7.98,1993
,Death rate from diabetes (age standardized),7.59,1994
,Death rate from diabetes (age standardized),7.45,1995
,Death rate from diabetes (age standardized),7.19,1996
,Death rate from diabetes (age standardized),6.96,1997
,Death rate from diabetes (age standardized),6.83,1998
,Death rate from diabetes (age standardized),6.73,1999
,Death rate from diabetes (age standardized),6.5,2000
,Death rate from diabetes (age standardized),6.33,2001
,Death rate from diabetes (age standardized),6.25,2002
,Death rate from diabetes (age standardized),6.13,2003
,Death rate from diabetes (age standardized),5.79,2004
,Death rate from diabetes (age standardized),5.54,2005
,Death rate from diabetes (age standardized),5.33,2006
,Death rate from diabetes (age standardized),5.12,2007
,Death rate from diabetes (age standardized),4.99,2008
,Death rate from diabetes (age standardized),4.74,2009
,Death rate from diabetes (age standardized),4.58,2010
,Death rate from diabetes (age standardized),4.44,2011
,Death rate from diabetes (age standardized),4.42,2012
,Death rate from diabetes (age standardized),4.42,2013
,Death rate from diabetes (age standardized),4.35,2014
,Death rate from diabetes (age standardized),4.38,2015
,Death rate from diabetes (age standardized),4.36,2016
,Death rate from diabetes (age standardized),4.35,2017
,Death rate from diabetes (age standardized),4.41,2018
,Death rate from diabetes (age standardized),4.41,2019
GNQ,Death rate from diabetes (age standardized),45.5,1990
GNQ,Death rate from diabetes (age standardized),45.12,1991
GNQ,Death rate from diabetes (age standardized),44.43,1992
GNQ,Death rate from diabetes (age standardized),44.21,1993
GNQ,Death rate from diabetes (age standardized),44.05,1994
GNQ,Death rate from diabetes (age standardized),44.28,1995
GNQ,Death rate from diabetes (age standardized),45.03,1996
GNQ,Death rate from diabetes (age standardized),44.15,1997
GNQ,Death rate from diabetes (age standardized),44.13,1998
GNQ,Death rate from diabetes (age standardized),44.36,1999
GNQ,Death rate from diabetes (age standardized),44.72,2000
GNQ,Death rate from diabetes (age standardized),44.59,2001
GNQ,Death rate from diabetes (age standardized),44.4,2002
GNQ,Death rate from diabetes (age standardized),45.44,2003
GNQ,Death rate from diabetes (age standardized),46.79,2004
GNQ,Death rate from diabetes (age standardized),48.03,2005
GNQ,Death rate from diabetes (age standardized),49.02,2006
GNQ,Death rate from diabetes (age standardized),49.36,2007
GNQ,Death rate from diabetes (age standardized),50.17,2008
GNQ,Death rate from diabetes (age standardized),50.9,2009
GNQ,Death rate from diabetes (age standardized),51.76,2010
GNQ,Death rate from diabetes (age standardized),53.13,2011
GNQ,Death rate from diabetes (age standardized),53.62,2012
GNQ,Death rate from diabetes (age standardized),53.32,2013
GNQ,Death rate from diabetes (age standardized),53.02,2014
